theta,theta_local,t,cyl_T,cyl_p,cyl_a,pipe_T,pipe_p,pipe_rho,pipe_u,pipe_a,pipe_AA,T_isentropic,a_isentropic,mdot_exhaust,T_error_K,T_error_frac,a_ratio_isentropic_to_pipe
1592.9625661702655,152.96256617026552,0.0,1825.065598609701,573895.8262175027,840.9052658779874,323.35771387592666,132099.05358922,1.423424981977303,0.4139031168442653,360.4512858006576,0.999600023884522,1247.062869538965,695.107551967947,0.0004679262416988133,923.7051556630383,0.7407045612740671,1.9284368771883538
1593.53203421596,153.53203421596004,0.0,1824.0087124068164,572563.2288768084,840.6617486373583,323.2250650582088,131909.48551429412,1.4219656264058094,0.4901118143249885,360.37734548718277,0.999600023884522,1246.6278782949344,694.9863102575276,0.0005535137205963901,923.4028132367255,0.740720490303572,1.9284961137554237
1594.101953133895,154.101953133895,0.0,1822.9624236794646,571255.7793794313,840.4206036590301,323.0946918617214,131723.3589437149,1.4205321815247252,0.5762865480013828,360.3046588514221,0.999600023884522,1246.1951658689102,694.8656827156665,0.0006501801108516052,923.1004740071887,0.7407350784927468,1.928550368820533
1594.6723369949914,154.67233699499138,0.0,1821.926974837882,569972.8463096777,840.1818888793887,322.9669914653645,131541.23011748705,1.4191289647790668,0.6732336728486678,360.2334481565856,0.999600023884522,1245.7665755014166,694.7461836368905,0.000758807850106592,922.799584036052,0.7407483891311086,1.9285998765303423
1595.2432022360392,155.24320223603922,0.0,1820.9020984578535,568713.7716585337,839.945544691735,322.84236581877366,131363.6600583864,1.4177603366519393,0.7817853612263449,360.1639384863277,0.999600023884522,1245.3436375312995,694.6282404002172,0.0008803076534454732,922.5012717125257,0.7407604165716392,1.928644614781683
1595.8145680227026,155.8145680227026,0.0,1819.8875091654152,567477.86935288,839.7115072607617,322.7212219626718,131191.21512427155,1.416430704617976,0.9027987030232837,360.09635791632434,0.999600023884522,1244.9279074385702,694.5122876789683,0.001015617978897216,922.2066854758984,0.7407711562779019,1.9286845657026952
1596.3863169098727,156.38631690987268,0.0,1818.882902519844,566264.4238605291,839.4797082606069,322.6040001384182,131024.5070806819,1.4151448319317215,1.0371198836097242,360.03095319099504,0.999600023884522,1244.5210642571244,694.3987948912519,0.001165665576890305,921.9170641187062,0.7407806027526052,1.928719707949322
1596.9584559101165,156.95845591011653,0.0,1817.8875321238095,565072.9750823636,839.249977254316,322.49111877971325,130864.11493497509,1.4139072345037247,1.1856380248435654,359.9679590264789,0.999600023884522,1244.1242659731945,694.2880863527145,0.0013314263788060375,921.6331471934812,0.7407886594612394,1.9287496815838636
1597.5309965867636,157.53099658676365,0.0,1816.9016800832585,563902.7664569688,839.0223810770834,322.38300026692195,130710.62181598166,1.4127224645803522,1.349260859736548,359.907612460822,0.999600023884522,1243.7395600460195,694.1807347800933,0.0015138989743686407,921.3565597790976,0.740795411979182,1.9287748042719124
1598.10395267749,158.10395267749004,0.0,1815.9250096311712,562753.0051523536,838.7968436883853,322.28007474536076,130564.6205763712,1.4115951534228353,1.5289218829915694,359.8501549710462,0.999600023884522,1243.3686219470474,694.0772093747089,0.0017141041639371199,921.0885472016867,0.7408008622248423,1.9287950825825122
